0.00008445,0.00000000,119368810242253316417212796901134912775204082631694971040588794905307478228992.00000000
0.00007671,0.00000000,-0.00000000
0.00007451,0.00000000,0.00000000
0.00006964,0.00000000,-0.00000000
0.00007798,0.00000000,1499952.00390893
0.00008807,0.00000000,-26662491226851745799890401917895932384238931981117458207160777451574789953744617241470427132187228151893458944.00000000
0.00011080,0.00000000,0.00000000
0.00007399,0.00000000,-10094891587628976762189208561465589914046604393557970061012530399265012750834386695032597384799346806692652832642946980042177021970743965535933170560671886018637633789033477061292579721850894368815100070183317258008673169345400986870119236211289047324675551919588589110027141732506381802006531538944.00000000
0.00007301,0.00000000,-0.00000000
0.00005101,0.00000000,-0.00000000
0.00010605,0.00000000,0.00021320
0.00009019,0.00000000,0.00005578
0.00008650,0.00000000,0.00005704
0.00008871,0.00000000,0.00007451
0.00008511,0.00000000,0.00005578
0.00011401,0.00000000,0.00006066
0.00008145,0.00000000,0.00005444
0.00008347,0.00000006,0.00000006
0.00008604,0.00000006,0.00000007
0.00008403,0.00000043,0.00000006
0.00007829,0.00000034,0.00000023
0.00007768,0.00000036,0.00004878
0.00009897,0.00000353,0.00007424
0.00007961,0.00000301,0.00005605
0.00008634,0.00000213,0.00017672
0.00010575,0.00000465,0.00024722
0.00009308,0.00000663,0.00040546
0.00010903,0.00000000,0.00000000
0.00011787,0.00000000,0.00000000
0.01649091,0.00000000,0.00000000
0.01665014,0.00000000,0.00000000
0.01673242,0.00000000,0.00000000
0.00009390,0.00000000,0.00000000
0.00007529,0.00000000,0.00000000
0.01715599
0.01657153
0.00007240
0.01659115
0.00010477
0.01665826
0.00008848
0.01645716
0.00007247
0.01652256
0.00009103
0.01576341
0.00007771
0.00008805
